country,alpha_2_code,alpha_3_code,numeric_code,indicator,time_period,obs_value,sex,Population,Key,GDP per capita (constant 2015 US$),GDP growth (annual %),GNI (current US$),"Inflation, consumer prices (annual %)"
Lithuania,LT,LTU,440,Proportion of individuals who own a mobile telephone,2015,96,Female,2904910,Lithuania2015,14300.26,2.83,39940688842,-0.88
Lithuania,LT,LTU,440,Proportion of individuals who own a mobile telephone,2016,96,Female,2868231,Lithuania2016,14870.10,2.67,41513241213,0.91
Lithuania,LT,LTU,440,Proportion of individuals who own a mobile telephone,2017,96,Female,2828403,Lithuania2017,15775.00,4.61,46031954862,3.72
Lithuania,LT,LTU,440,Proportion of individuals who own a mobile telephone,2018,96,Female,2801543,Lithuania2018,16709.56,4.92,52084496481,2.70
Lithuania,LT,LTU,440,Proportion of individuals who own a mobile telephone,2019,96,Female,2794137,Lithuania2019,17537.48,4.68,52901803475,2.33
Lithuania,LT,LTU,440,Proportion of individuals who own a mobile telephone,2014,96,Male,2932367,Lithuania2014,13776.11,3.77,47960568992,0.10
Lithuania,LT,LTU,440,Proportion of individuals who own a mobile telephone,2015,96,Male,2904910,Lithuania2015,14300.26,2.83,39940688842,-0.88
Lithuania,LT,LTU,440,Proportion of individuals who own a mobile telephone,2016,96,Male,2868231,Lithuania2016,14870.10,2.67,41513241213,0.91
Lithuania,LT,LTU,440,Proportion of individuals who own a mobile telephone,2017,96,Male,2828403,Lithuania2017,15775.00,4.61,46031954862,3.72
Lithuania,LT,LTU,440,Proportion of individuals who own a mobile telephone,2018,96,Male,2801543,Lithuania2018,16709.56,4.92,52084496481,2.70
Lithuania,LT,LTU,440,Proportion of individuals who own a mobile telephone,2019,96,Male,2794137,Lithuania2019,17537.48,4.68,52901803475,2.33
Lithuania,LT,LTU,440,Proportion of individuals who own a mobile telephone,2014,97,Total,2932367,Lithuania2014,13776.11,3.77,47960568992,0.10
Lithuania,LT,LTU,440,Proportion of individuals who own a mobile telephone,2015,96,Total,2904910,Lithuania2015,14300.26,2.83,39940688842,-0.88
Lithuania,LT,LTU,440,Proportion of individuals who own a mobile telephone,2016,96,Total,2868231,Lithuania2016,14870.10,2.67,41513241213,0.91
Lithuania,LT,LTU,440,Proportion of individuals who own a mobile telephone,2017,96,Total,2828403,Lithuania2017,15775.00,4.61,46031954862,3.72
Lithuania,LT,LTU,440,Proportion of individuals who own a mobile telephone,2018,96,Total,2801543,Lithuania2018,16709.56,4.92,52084496481,2.70
Lithuania,LT,LTU,440,Proportion of individuals who own a mobile telephone,2019,96,Total,2794137,Lithuania2019,17537.48,4.68,52901803475,2.33
Malaysia,MY,MYS,458,Proportion of individuals who own a mobile telephone,2015,92,Female,31232798,Malaysia2015,9648.68,5.09,2.93E+11,2.10
Malaysia,MY,MYS,458,Proportion of individuals who own a mobile telephone,2017,94,Female,32355644,Malaysia2017,10293.76,5.81,3.1E+11,3.87
Malaysia,MY,MYS,458,Proportion of individuals who own a mobile telephone,2018,95,Female,32910967,Malaysia2018,10610.20,4.84,3.48E+11,0.88
Malaysia,MY,MYS,458,Proportion of individuals who own a mobile telephone,2019,94,Female,33440596,Malaysia2019,10902.98,4.41,3.56E+11,0.66
Malaysia,MY,MYS,458,Proportion of individuals who own a mobile telephone,2020,95,Female,33889558,Malaysia2020,10171.47,-5.46,3.31E+11,-1.14
Malaysia,MY,MYS,458,Proportion of individuals who own a mobile telephone,2021,97,Female,34282399,Malaysia2021,10388.27,3.32,3.64E+11,2.48
Malaysia,MY,MYS,458,Proportion of individuals who own a mobile telephone,2022,97,Female,34695493,Malaysia2022,11174.21,8.86,3.95E+11,3.38
Malaysia,MY,MYS,458,Proportion of individuals who own a mobile telephone,2015,96,Male,31232798,Malaysia2015,9648.68,5.09,2.93E+11,2.10
Malaysia,MY,MYS,458,Proportion of individuals who own a mobile telephone,2017,97,Male,32355644,Malaysia2017,10293.76,5.81,3.1E+11,3.87
Malaysia,MY,MYS,458,Proportion of individuals who own a mobile telephone,2018,97,Male,32910967,Malaysia2018,10610.20,4.84,3.48E+11,0.88
Malaysia,MY,MYS,458,Proportion of individuals who own a mobile telephone,2019,97,Male,33440596,Malaysia2019,10902.98,4.41,3.56E+11,0.66
Malaysia,MY,MYS,458,Proportion of individuals who own a mobile telephone,2020,98,Male,33889558,Malaysia2020,10171.47,-5.46,3.31E+11,-1.14
Malaysia,MY,MYS,458,Proportion of individuals who own a mobile telephone,2021,98,Male,34282399,Malaysia2021,10388.27,3.32,3.64E+11,2.48
Malaysia,MY,MYS,458,Proportion of individuals who own a mobile telephone,2022,99,Male,34695493,Malaysia2022,11174.21,8.86,3.95E+11,3.38
Malaysia,MY,MYS,458,Proportion of individuals who own a mobile telephone,2015,95,Total,31232798,Malaysia2015,9648.68,5.09,2.93E+11,2.10
Malaysia,MY,MYS,458,Proportion of individuals who own a mobile telephone,2017,96,Total,32355644,Malaysia2017,10293.76,5.81,3.1E+11,3.87
Malaysia,MY,MYS,458,Proportion of individuals who own a mobile telephone,2018,96,Total,32910967,Malaysia2018,10610.20,4.84,3.48E+11,0.88
Malaysia,MY,MYS,458,Proportion of individuals who own a mobile telephone,2019,96,Total,33440596,Malaysia2019,10902.98,4.41,3.56E+11,0.66
Malaysia,MY,MYS,458,Proportion of individuals who own a mobile telephone,2020,96,Total,33889558,Malaysia2020,10171.47,-5.46,3.31E+11,-1.14
Malaysia,MY,MYS,458,Proportion of individuals who own a mobile telephone,2021,97,Total,34282399,Malaysia2021,10388.27,3.32,3.64E+11,2.48
Malaysia,MY,MYS,458,Proportion of individuals who own a mobile telephone,2022,98,Total,34695493,Malaysia2022,11174.21,8.86,3.95E+11,3.38
Mauritius,MU,MUS,480,Proportion of individuals who own a mobile telephone,2017,73,Female,1264887,Mauritius2017,10247.70,3.94,14051920386,3.67
Mauritius,MU,MUS,480,Proportion of individuals who own a mobile telephone,2018,75,Female,1265577,Mauritius2018,10652.48,4.01,15450103730,3.22
Mauritius,MU,MUS,480,Proportion of individuals who own a mobile telephone,2019,76,Female,1265985,Mauritius2019,10956.95,2.89,15153839976,0.41
Mauritius,MU,MUS,480,Proportion of individuals who own a mobile telephone,2020,81,Female,1266014,Mauritius2020,9362.87,-14.55,11947741899,2.58
Mauritius,MU,MUS,480,Proportion of individuals who own a mobile telephone,2017,79,Male,1264887,Mauritius2017,10247.70,3.94,14051920386,3.67
Mauritius,MU,MUS,480,Proportion of individuals who own a mobile telephone,2018,79,Male,1265577,Mauritius2018,10652.48,4.01,15450103730,3.22
Mauritius,MU,MUS,480,Proportion of individuals who own a mobile telephone,2019,80,Male,1265985,Mauritius2019,10956.95,2.89,15153839976,0.41
Mauritius,MU,MUS,480,Proportion of individuals who own a mobile telephone,2020,85,Male,1266014,Mauritius2020,9362.87,-14.55,11947741899,2.58
Mauritius,MU,MUS,480,Proportion of individuals who own a mobile telephone,2017,76,Total,1264887,Mauritius2017,10247.70,3.94,14051920386,3.67
Mauritius,MU,MUS,480,Proportion of individuals who own a mobile telephone,2018,77,Total,1265577,Mauritius2018,10652.48,4.01,15450103730,3.22
Mauritius,MU,MUS,480,Proportion of individuals who own a mobile telephone,2019,78,Total,1265985,Mauritius2019,10956.95,2.89,15153839976,0.41
Mauritius,MU,MUS,480,Proportion of individuals who own a mobile telephone,2020,83,Total,1266014,Mauritius2020,9362.87,-14.55,11947741899,2.58
Mexico,MX,MEX,484,Proportion of individuals who own a mobile telephone,2014,62,Female,119784261,Mexico2014,9862.48,2.50,1.33E+12,4.02
Mexico,MX,MEX,484,Proportion of individuals who own a mobile telephone,2015,70,Female,121072306,Mexico2015,10021.24,2.70,1.18E+12,2.72
Mexico,MX,MEX,484,Proportion of individuals who own a mobile telephone,2014,64,Male,119784261,Mexico2014,9862.48,2.50,1.33E+12,4.02
Mexico,MX,MEX,484,Proportion of individuals who own a mobile telephone,2015,73,Male,121072306,Mexico2015,10021.24,2.70,1.18E+12,2.72
Mexico,MX,MEX,484,Proportion of individuals who own a mobile telephone,2014,63,Total,119784261,Mexico2014,9862.48,2.50,1.33E+12,4.02
Mexico,MX,MEX,484,Proportion of individuals who own a mobile telephone,2015,71,Total,121072306,Mexico2015,10021.24,2.70,1.18E+12,2.72
Mongolia,MN,MNG,496,Proportion of individuals who own a mobile telephone,2018,94,Female,3208189,Mongolia2018,4183.86,7.74,11943636998,6.82
Mongolia,MN,MNG,496,Proportion of individuals who own a mobile telephone,2019,95,Female,3267673,Mongolia2019,4337.82,5.60,12634360588,7.30
Mongolia,MN,MNG,496,Proportion of individuals who own a mobile telephone,2018,95,Male,3208189,Mongolia2018,4183.86,7.74,11943636998,6.82
Mongolia,MN,MNG,496,Proportion of individuals who own a mobile telephone,2019,94,Male,3267673,Mongolia2019,4337.82,5.60,12634360588,7.30
Mongolia,MN,MNG,496,Proportion of individuals who own a mobile telephone,2018,94,Total,3208189,Mongolia2018,4183.86,7.74,11943636998,6.82
Mongolia,MN,MNG,496,Proportion of individuals who own a mobile telephone,2019,94,Total,3267673,Mongolia2019,4337.82,5.60,12634360588,7.30
Mongolia,MN,MNG,496,Proportion of individuals who own a mobile telephone,2021,91,Total,3383741,Mongolia2021,4063.54,1.64,13054692171,7.35
Morocco,MA,MAR,504,Proportion of individuals who own a mobile telephone,2014,79,Female,34204780,Morocco2014,3051.46,2.72,1.17E+11,0.44
Morocco,MA,MAR,504,Proportion of individuals who own a mobile telephone,2015,87,Female,34607588,Morocco2015,3146.25,4.34,1.09E+11,1.56
Morocco,MA,MAR,504,Proportion of individuals who own a mobile telephone,2016,87,Female,35023457,Morocco2016,3124.43,0.52,1.1E+11,1.64
Morocco,MA,MAR,504,Proportion of individuals who own a mobile telephone,2017,92,Female,35446392,Morocco2017,3242.64,5.06,1.17E+11,0.75
Morocco,MA,MAR,504,Proportion of individuals who own a mobile telephone,2018,93,Female,35839760,Morocco2018,3304.71,3.07,1.25E+11,1.80
Morocco,MA,MAR,504,Proportion of individuals who own a mobile telephone,2019,94,Female,36210898,Morocco2019,3364.74,2.89,1.27E+11,0.30
Morocco,MA,MAR,504,Proportion of individuals who own a mobile telephone,2020,95,Female,36584208,Morocco2020,3090.89,-7.18,1.2E+11,0.71
Morocco,MA,MAR,504,Proportion of individuals who own a mobile telephone,2021,96,Female,36954442,Morocco2021,3309.13,8.15,1.4E+11,1.40
Morocco,MA,MAR,504,Proportion of individuals who own a mobile telephone,2014,85,Male,34204780,Morocco2014,3051.46,2.72,1.17E+11,0.44
Morocco,MA,MAR,504,Proportion of individuals who own a mobile telephone,2015,89,Male,34607588,Morocco2015,3146.25,4.34,1.09E+11,1.56
Morocco,MA,MAR,504,Proportion of individuals who own a mobile telephone,2016,91,Male,35023457,Morocco2016,3124.43,0.52,1.1E+11,1.64
Morocco,MA,MAR,504,Proportion of individuals who own a mobile telephone,2017,92,Male,35446392,Morocco2017,3242.64,5.06,1.17E+11,0.75
Morocco,MA,MAR,504,Proportion of individuals who own a mobile telephone,2018,92,Male,35839760,Morocco2018,3304.71,3.07,1.25E+11,1.80
Morocco,MA,MAR,504,Proportion of individuals who own a mobile telephone,2019,95,Male,36210898,Morocco2019,3364.74,2.89,1.27E+11,0.30
Morocco,MA,MAR,504,Proportion of individuals who own a mobile telephone,2020,96,Male,36584208,Morocco2020,3090.89,-7.18,1.2E+11,0.71
Morocco,MA,MAR,504,Proportion of individuals who own a mobile telephone,2021,97,Male,36954442,Morocco2021,3309.13,8.15,1.4E+11,1.40
Morocco,MA,MAR,504,Proportion of individuals who own a mobile telephone,2014,82,Total,34204780,Morocco2014,3051.46,2.72,1.17E+11,0.44
Morocco,MA,MAR,504,Proportion of individuals who own a mobile telephone,2015,88,Total,34607588,Morocco2015,3146.25,4.34,1.09E+11,1.56
Morocco,MA,MAR,504,Proportion of individuals who own a mobile telephone,2016,89,Total,35023457,Morocco2016,3124.43,0.52,1.1E+11,1.64
Morocco,MA,MAR,504,Proportion of individuals who own a mobile telephone,2017,92,Total,35446392,Morocco2017,3242.64,5.06,1.17E+11,0.75
Morocco,MA,MAR,504,Proportion of individuals who own a mobile telephone,2018,92,Total,35839760,Morocco2018,3304.71,3.07,1.25E+11,1.80
Morocco,MA,MAR,504,Proportion of individuals who own a mobile telephone,2019,94,Total,36210898,Morocco2019,3364.74,2.89,1.27E+11,0.30
Morocco,MA,MAR,504,Proportion of individuals who own a mobile telephone,2020,96,Total,36584208,Morocco2020,3090.89,-7.18,1.2E+11,0.71
Morocco,MA,MAR,504,Proportion of individuals who own a mobile telephone,2021,96,Total,36954442,Morocco2021,3309.13,8.15,1.4E+11,1.40
Mozambique,MZ,MOZ,508,Proportion of individuals who own a mobile telephone,2017,26,Female,28166393,Mozambique2017,618.40,2.64,12884983781,15.11
Mozambique,MZ,MOZ,508,Proportion of individuals who own a mobile telephone,2017,37,Male,28166393,Mozambique2017,618.40,2.64,12884983781,15.11
Mozambique,MZ,MOZ,508,Proportion of individuals who own a mobile telephone,2017,31,Total,28166393,Mozambique2017,618.40,2.64,12884983781,15.11
Myanmar,MM,MMR,104,Proportion of individuals who own a mobile telephone,2017,57,Female,51894938,Myanmar2017,1290.56,6.14,63958040483,4.57
Myanmar,MM,MMR,104,Proportion of individuals who own a mobile telephone,2017,68,Male,51894938,Myanmar2017,1290.56,6.14,63958040483,4.57
Myanmar,MM,MMR,104,Proportion of individuals who own a mobile telephone,2017,62,Total,51894938,Myanmar2017,1290.56,6.14,63958040483,4.57
Netherlands,NL,NLD,528,Proportion of individuals who own a mobile telephone,2014,71,Female,16865008,Netherlands2014,45042.07,1.61,8.83E+11,0.98
Netherlands,NL,NLD,528,Proportion of individuals who own a mobile telephone,2015,78,Female,16939923,Netherlands2015,45793.81,2.12,7.58E+11,0.60
Netherlands,NL,NLD,528,Proportion of individuals who own a mobile telephone,2016,82,Female,17030314,Netherlands2016,46655.04,2.42,7.65E+11,0.32
Netherlands,NL,NLD,528,Proportion of individuals who own a mobile telephone,2014,77,Male,16865008,Netherlands2014,45042.07,1.61,8.83E+11,0.98
Netherlands,NL,NLD,528,Proportion of individuals who own a mobile telephone,2015,80,Male,16939923,Netherlands2015,45793.81,2.12,7.58E+11,0.60
Netherlands,NL,NLD,528,Proportion of individuals who own a mobile telephone,2016,86,Male,17030314,Netherlands2016,46655.04,2.42,7.65E+11,0.32
Netherlands,NL,NLD,528,Proportion of individuals who own a mobile telephone,2014,74,Total,16865008,Netherlands2014,45042.07,1.61,8.83E+11,0.98
Netherlands,NL,NLD,528,Proportion of individuals who own a mobile telephone,2015,79,Total,16939923,Netherlands2015,45793.81,2.12,7.58E+11,0.60
Netherlands,NL,NLD,528,Proportion of individuals who own a mobile telephone,2016,84,Total,17030314,Netherlands2016,46655.04,2.42,7.65E+11,0.32
Netherlands,NL,NLD,528,Proportion of individuals who own a mobile telephone,2021,87,Total,17533044,Netherlands2021,49780.84,6.28,1.05E+12,2.68
Niger,NE,NER,562,Proportion of individuals who own a mobile telephone,2017,55,Female,21435446,Niger2017,501.62,5.01,11600276120,2.80
Niger,NE,NER,562,Proportion of individuals who own a mobile telephone,2017,77,Male,21435446,Niger2017,501.62,5.01,11600276120,2.80
Niger,NE,NER,562,Proportion of individuals who own a mobile telephone,2017,65,Total,21435446,Niger2017,501.62,5.01,11600276120,2.80
Nigeria,NG,NGA,566,Proportion of individuals who own a mobile telephone,2017,32,Female,200254579,Nigeria2017,2441.71,0.81,3.67E+11,16.50
Nigeria,NG,NGA,566,Proportion of individuals who own a mobile telephone,2017,49,Male,200254579,Nigeria2017,2441.71,0.81,3.67E+11,16.50
Nigeria,NG,NGA,566,Proportion of individuals who own a mobile telephone,2017,41,Total,200254579,Nigeria2017,2441.71,0.81,3.67E+11,16.50
Norway,NO,NOR,578,Proportion of individuals who own a mobile telephone,2017,98,Total,5276968,Norway2017,76247.41,2.46,4.16E+11,1.88
Oman,OM,OMN,512,Proportion of individuals who own a mobile telephone,2013,73,Female,3833913,Oman2013,19299.94,5.23,86700650195,1.05
Oman,OM,OMN,512,Proportion of individuals who own a mobile telephone,2016,87,Female,4390877,Oman2016,18830.61,5.05,73063719116,1.11
Oman,OM,OMN,512,Proportion of individuals who own a mobile telephone,2020,96,Female,4522497,Oman2020,17743.89,-3.38,70302210663,-0.41
Oman,OM,OMN,512,Proportion of individuals who own a mobile telephone,2013,80,Male,3833913,Oman2013,19299.94,5.23,86700650195,1.05
Oman,OM,OMN,512,Proportion of individuals who own a mobile telephone,2016,94,Male,4390877,Oman2016,18830.61,5.05,73063719116,1.11
Oman,OM,OMN,512,Proportion of individuals who own a mobile telephone,2020,98,Male,4522497,Oman2020,17743.89,-3.38,70302210663,-0.41
Oman,OM,OMN,512,Proportion of individuals who own a mobile telephone,2013,77,Total,3833913,Oman2013,19299.94,5.23,86700650195,1.05
Oman,OM,OMN,512,Proportion of individuals who own a mobile telephone,2016,91,Total,4390877,Oman2016,18830.61,5.05,73063719116,1.11
Oman,OM,OMN,512,Proportion of individuals who own a mobile telephone,2020,97,Total,4522497,Oman2020,17743.89,-3.38,70302210663,-0.41
Pakistan,PK,PAK,586,Proportion of individuals who own a mobile telephone,2019,26,Female,230800899,Pakistan2019,1573.83,2.50,3.15E+11,10.58
Pakistan,PK,PAK,586,Proportion of individuals who own a mobile telephone,2020,25,Female,235001746,Pakistan2020,1526.01,-1.27,2.95E+11,9.74
Pakistan,PK,PAK,586,Proportion of individuals who own a mobile telephone,2019,65,Male,230800899,Pakistan2019,1573.83,2.50,3.15E+11,10.58
Pakistan,PK,PAK,586,Proportion of individuals who own a mobile telephone,2020,65,Male,235001746,Pakistan2020,1526.01,-1.27,2.95E+11,9.74
Pakistan,PK,PAK,586,Proportion of individuals who own a mobile telephone,2019,45,Total,230800899,Pakistan2019,1573.83,2.50,3.15E+11,10.58
Pakistan,PK,PAK,586,Proportion of individuals who own a mobile telephone,2020,46,Total,235001746,Pakistan2020,1526.01,-1.27,2.95E+11,9.74
Peru,PE,PER,604,Proportion of individuals who own a mobile telephone,2017,76,Female,31324637,Peru2017,6457.42,2.52,2.01E+11,2.99
Peru,PE,PER,604,Proportion of individuals who own a mobile telephone,2018,78,Female,31897584,Peru2018,6593.14,3.97,2.12E+11,1.51
Peru,PE,PER,604,Proportion of individuals who own a mobile telephone,2019,79,Female,32449303,Peru2019,6626.26,2.24,2.2E+11,2.25
Peru,PE,PER,604,Proportion of individuals who own a mobile telephone,2020,79,Female,32838579,Peru2020,5831.83,-10.93,1.96E+11,2.00
Peru,PE,PER,604,Proportion of individuals who own a mobile telephone,2021,81,Female,33155882,Peru2021,6547.42,13.36,2.09E+11,4.27
Peru,PE,PER,604,Proportion of individuals who own a mobile telephone,2022,83,Female,33475438,Peru2022,6661.66,2.73,2.3E+11,8.33
Peru,PE,PER,604,Proportion of individuals who own a mobile telephone,2017,82,Male,31324637,Peru2017,6457.42,2.52,2.01E+11,2.99
Peru,PE,PER,604,Proportion of individuals who own a mobile telephone,2018,84,Male,31897584,Peru2018,6593.14,3.97,2.12E+11,1.51
Peru,PE,PER,604,Proportion of individuals who own a mobile telephone,2019,84,Male,32449303,Peru2019,6626.26,2.24,2.2E+11,2.25
Peru,PE,PER,604,Proportion of individuals who own a mobile telephone,2020,85,Male,32838579,Peru2020,5831.83,-10.93,1.96E+11,2.00
Peru,PE,PER,604,Proportion of individuals who own a mobile telephone,2021,85,Male,33155882,Peru2021,6547.42,13.36,2.09E+11,4.27
Peru,PE,PER,604,Proportion of individuals who own a mobile telephone,2022,86,Male,33475438,Peru2022,6661.66,2.73,2.3E+11,8.33
Peru,PE,PER,604,Proportion of individuals who own a mobile telephone,2017,79,Total,31324637,Peru2017,6457.42,2.52,2.01E+11,2.99
Peru,PE,PER,604,Proportion of individuals who own a mobile telephone,2018,81,Total,31897584,Peru2018,6593.14,3.97,2.12E+11,1.51
Peru,PE,PER,604,Proportion of individuals who own a mobile telephone,2019,82,Total,32449303,Peru2019,6626.26,2.24,2.2E+11,2.25
Peru,PE,PER,604,Proportion of individuals who own a mobile telephone,2020,82,Total,32838579,Peru2020,5831.83,-10.93,1.96E+11,2.00
Peru,PE,PER,604,Proportion of individuals who own a mobile telephone,2021,83,Total,33155882,Peru2021,6547.42,13.36,2.09E+11,4.27
Peru,PE,PER,604,Proportion of individuals who own a mobile telephone,2022,85,Total,33475438,Peru2022,6661.66,2.73,2.3E+11,8.33
Philippines,PH,PHL,608,Proportion of individuals who own a mobile telephone,2019,79,Total,110804683,Philippines2019,3575.88,6.12,4.15E+11,2.39
Portugal,PT,PRT,620,Proportion of individuals who own a mobile telephone,2022,97,Female,10434332,Portugal2022,22042.87,6.99,2.52E+11,7.83
Portugal,PT,PRT,620,Proportion of individuals who own a mobile telephone,2022,97,Male,10434332,Portugal2022,22042.87,6.99,2.52E+11,7.83
Portugal,PT,PRT,620,Proportion of individuals who own a mobile telephone,2022,97,Total,10434332,Portugal2022,22042.87,6.99,2.52E+11,7.83
Qatar,QA,QAT,634,Proportion of individuals who own a mobile telephone,2015,100,Female,2344557,Qatar2015,68985.29,4.75,1.58E+11,1.81
Qatar,QA,QAT,634,Proportion of individuals who own a mobile telephone,2018,100,Female,2580734,Qatar2018,64410.82,1.23,1.8E+11,0.26
Qatar,QA,QAT,634,Proportion of individuals who own a mobile telephone,2019,100,Female,2638657,Qatar2019,63430.46,0.69,1.72E+11,-0.67
Qatar,QA,QAT,634,Proportion of individuals who own a mobile telephone,2020,100,Female,2794148,Qatar2020,57769.60,-3.56,1.41E+11,-2.54
Qatar,QA,QAT,634,Proportion of individuals who own a mobile telephone,2015,100,Male,2344557,Qatar2015,68985.29,4.75,1.58E+11,1.81
Qatar,QA,QAT,634,Proportion of individuals who own a mobile telephone,2018,100,Male,2580734,Qatar2018,64410.82,1.23,1.8E+11,0.26
Qatar,QA,QAT,634,Proportion of individuals who own a mobile telephone,2019,100,Male,2638657,Qatar2019,63430.46,0.69,1.72E+11,-0.67
Qatar,QA,QAT,634,Proportion of individuals who own a mobile telephone,2020,100,Male,2794148,Qatar2020,57769.60,-3.56,1.41E+11,-2.54
Qatar,QA,QAT,634,Proportion of individuals who own a mobile telephone,2015,100,Total,2344557,Qatar2015,68985.29,4.75,1.58E+11,1.81
Qatar,QA,QAT,634,Proportion of individuals who own a mobile telephone,2018,100,Total,2580734,Qatar2018,64410.82,1.23,1.8E+11,0.26
Qatar,QA,QAT,634,Proportion of individuals who own a mobile telephone,2019,100,Total,2638657,Qatar2019,63430.46,0.69,1.72E+11,-0.67
Qatar,QA,QAT,634,Proportion of individuals who own a mobile telephone,2020,100,Total,2794148,Qatar2020,57769.60,-3.56,1.41E+11,-2.54
South Korea,KR,KOR,410,Proportion of individuals who own a mobile telephone,2014,82,Female,50746659,South Korea2014,28100.01,3.20,1.49E+12,1.27
South Korea,KR,KOR,410,Proportion of individuals who own a mobile telephone,2015,95,Female,51014947,South Korea2015,28737.44,2.81,1.47E+12,0.71
South Korea,KR,KOR,410,Proportion of individuals who own a mobile telephone,2016,88,Female,51217803,South Korea2016,29467.12,2.95,1.51E+12,0.97
South Korea,KR,KOR,410,Proportion of individuals who own a mobile telephone,2017,93,Female,51361911,South Korea2017,30312.89,3.16,1.63E+12,1.94
South Korea,KR,KOR,410,Proportion of individuals who own a mobile telephone,2018,95,Female,51585058,South Korea2018,31059.27,2.91,1.73E+12,1.48
South Korea,KR,KOR,410,Proportion of individuals who own a mobile telephone,2019,95,Female,51764822,South Korea2019,31645.95,2.24,1.67E+12,0.38
South Korea,KR,KOR,410,Proportion of individuals who own a mobile telephone,2020,95,Female,51836239,South Korea2020,31378.16,-0.71,1.66E+12,0.54
South Korea,KR,KOR,410,Proportion of individuals who own a mobile telephone,2021,97,Female,51769539,South Korea2021,32771.07,4.30,1.84E+12,2.50
South Korea,KR,KOR,410,Proportion of individuals who own a mobile telephone,2022,97,Female,51672569,South Korea2022,33690.38,2.61,1.7E+12,5.09
South Korea,KR,KOR,410,Proportion of individuals who own a mobile telephone,2014,88,Male,50746659,South Korea2014,28100.01,3.20,1.49E+12,1.27
South Korea,KR,KOR,410,Proportion of individuals who own a mobile telephone,2015,97,Male,51014947,South Korea2015,28737.44,2.81,1.47E+12,0.71
South Korea,KR,KOR,410,Proportion of individuals who own a mobile telephone,2016,92,Male,51217803,South Korea2016,29467.12,2.95,1.51E+12,0.97
South Korea,KR,KOR,410,Proportion of individuals who own a mobile telephone,2017,96,Male,51361911,South Korea2017,30312.89,3.16,1.63E+12,1.94
South Korea,KR,KOR,410,Proportion of individuals who own a mobile telephone,2018,97,Male,51585058,South Korea2018,31059.27,2.91,1.73E+12,1.48
South Korea,KR,KOR,410,Proportion of individuals who own a mobile telephone,2019,97,Male,51764822,South Korea2019,31645.95,2.24,1.67E+12,0.38
South Korea,KR,KOR,410,Proportion of individuals who own a mobile telephone,2020,97,Male,51836239,South Korea2020,31378.16,-0.71,1.66E+12,0.54
South Korea,KR,KOR,410,Proportion of individuals who own a mobile telephone,2021,98,Male,51769539,South Korea2021,32771.07,4.30,1.84E+12,2.50
South Korea,KR,KOR,410,Proportion of individuals who own a mobile telephone,2022,98,Male,51672569,South Korea2022,33690.38,2.61,1.7E+12,5.09
South Korea,KR,KOR,410,Proportion of individuals who own a mobile telephone,2014,85,Total,50746659,South Korea2014,28100.01,3.20,1.49E+12,1.27
South Korea,KR,KOR,410,Proportion of individuals who own a mobile telephone,2015,96,Total,51014947,South Korea2015,28737.44,2.81,1.47E+12,0.71
South Korea,KR,KOR,410,Proportion of individuals who own a mobile telephone,2016,90,Total,51217803,South Korea2016,29467.12,2.95,1.51E+12,0.97
South Korea,KR,KOR,410,Proportion of individuals who own a mobile telephone,2017,94,Total,51361911,South Korea2017,30312.89,3.16,1.63E+12,1.94
South Korea,KR,KOR,410,Proportion of individuals who own a mobile telephone,2018,96,Total,51585058,South Korea2018,31059.27,2.91,1.73E+12,1.48
South Korea,KR,KOR,410,Proportion of individuals who own a mobile telephone,2019,96,Total,51764822,South Korea2019,31645.95,2.24,1.67E+12,0.38
South Korea,KR,KOR,410,Proportion of individuals who own a mobile telephone,2020,96,Total,51836239,South Korea2020,31378.16,-0.71,1.66E+12,0.54
South Korea,KR,KOR,410,Proportion of individuals who own a mobile telephone,2021,98,Total,51769539,South Korea2021,32771.07,4.30,1.84E+12,2.50
South Korea,KR,KOR,410,Proportion of individuals who own a mobile telephone,2022,97,Total,51672569,South Korea2022,33690.38,2.61,1.7E+12,5.09
"Moldova, Republic of",MD,MDA,498,Proportion of individuals who own a mobile telephone,2013,54,Total,2859558,"Moldova, Republic of2013",2605.85,9.04,10391128071,4.60
Romania,RO,ROU,642,Proportion of individuals who own a mobile telephone,2019,95,Female,19371648,Romania2019,11270.48,3.92,2.48E+11,3.83
Romania,RO,ROU,642,Proportion of individuals who own a mobile telephone,2022,98,Female,19048502,Romania2022,12114.87,3.97,2.87E+11,13.80
Romania,RO,ROU,642,Proportion of individuals who own a mobile telephone,2019,97,Male,19371648,Romania2019,11270.48,3.92,2.48E+11,3.83
Romania,RO,ROU,642,Proportion of individuals who own a mobile telephone,2022,98,Male,19048502,Romania2022,12114.87,3.97,2.87E+11,13.80
Romania,RO,ROU,642,Proportion of individuals who own a mobile telephone,2019,96,Total,19371648,Romania2019,11270.48,3.92,2.48E+11,3.83
Romania,RO,ROU,642,Proportion of individuals who own a mobile telephone,2020,97,Total,19265250,Romania2020,10916.31,-3.67,2.48E+11,2.63
Romania,RO,ROU,642,Proportion of individuals who own a mobile telephone,2021,98,Total,19122059,Romania2021,11607.98,5.55,2.81E+11,5.05
Romania,RO,ROU,642,Proportion of individuals who own a mobile telephone,2022,98,Total,19048502,Romania2022,12114.87,3.97,2.87E+11,13.80
